Nama_Laptop,Processor,RAM,GPU,Display,Storage,Harga_USD,Detail_URL,Buy_Link
Dell Latitude 7430,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,153900,https://laptopmedia.com/laptop-specs/dell-latitude-7430-100/,https://www.amazon.com/exec/obidos/ASIN/B0CL9RXF9Q?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 7405 2-in-1,AMD Ryzen 5 4500U,16GB RAM,"AMD Radeon RX Vega 6 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,135677,https://laptopmedia.com/laptop-specs/dell-inspiron-7405-2-in-1-65/,https://www.amazon.com/exec/obidos/ASIN/B09V5SRKJW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 5502,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,79999,https://laptopmedia.com/laptop-specs/dell-inspiron-5502-305/,https://www.amazon.com/exec/obidos/ASIN/B0BWBGZS5X?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 14 3400,Intel Core i5-8265U,8GB RAM,Intel UHD Graphics 620,"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,53993,https://laptopmedia.com/laptop-specs/dell-latitude-14-3400-7/,https://www.amazon.com/exec/obidos/ASIN/B07QD2V6XM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 5379,Intel Core i5-8250U,8GB RAM,Intel UHD Graphics 620,"13.3”, Full HD (1920 x 1080), IPS",1000GB HDD,99900,https://laptopmedia.com/laptop-specs/dell-inspiron-5379-5/,https://www.amazon.com/exec/obidos/ASIN/B075KPJBNK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 9420 2-in-1,Intel Core i5-1145G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0"", QHD+ (2560 x 1600), IPS",256GB SSD,99977,https://laptopmedia.com/laptop-specs/dell-latitude-9420-2-in-1-6/,https://www.amazon.com/exec/obidos/ASIN/B0948L8JH6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 3510,Intel Core i3-10110U,16GB RAM,Intel UHD Graphics,"15.6”, HD (1366 x 768), TN",1000GB SSD,999900,https://laptopmedia.com/laptop-specs/dell-latitude-3510-305/,https://www.amazon.com/exec/obidos/ASIN/B097CHKY1M?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 14 7430,Intel Core i7-1265U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,61400,https://laptopmedia.com/laptop-specs/dell-latitude-14-7430-41/,https://www.amazon.com/exec/obidos/ASIN/B0DJ3ZML17?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell 14 Plus,Intel Core Ultra 7 256V,16GB RAM,Intel Arc Graphics 140V,"14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,93999,https://laptopmedia.com/laptop-specs/dell-14-plus-50/,https://www.amazon.com/exec/obidos/ASIN/B0FSZS7VFQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 15 5530,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,166777,https://laptopmedia.com/laptop-specs/dell-latitude-15-5530-2/,https://www.amazon.com/exec/obidos/ASIN/B0D4H7YYXT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 3520,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,149995,https://laptopmedia.com/laptop-specs/dell-latitude-3520-130/,https://www.amazon.com/exec/obidos/ASIN/B0BZ6GFTSL?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 5430,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,96993,https://laptopmedia.com/laptop-specs/dell-latitude-5430-81/,https://www.amazon.com/exec/obidos/ASIN/B0CDCNVTL1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 5550,Intel Core Ultra 7 155U,64GB RAM,Intel Graphics (4-Cores),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,239900,https://laptopmedia.com/laptop-specs/dell-latitude-5550-26/,https://www.amazon.com/exec/obidos/ASIN/B0CS5ZYSGH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5520,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 130W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,125999,https://laptopmedia.com/laptop-specs/dell-g15-5520-311/,https://www.amazon.com/exec/obidos/ASIN/B0D2QMB2MS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5530,Intel Core i7-13650HX,24GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,136900,https://laptopmedia.com/laptop-specs/dell-g15-5530-70/,https://www.amazon.com/exec/obidos/ASIN/B0CM5M42FY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5535,AMD Ryzen 7 7840HS,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",512GB SSD,114900,https://laptopmedia.com/laptop-specs/dell-g15-5535-23/,https://www.amazon.com/exec/obidos/ASIN/B0CW9G56RD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 7530,Intel Core i7-1270P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,117177,https://laptopmedia.com/laptop-specs/dell-latitude-7530-10/,https://www.amazon.com/exec/obidos/ASIN/B0B791FJHG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Vostro 15 3530,Intel Core i3-1305U,16GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,49999,https://laptopmedia.com/laptop-specs/dell-vostro-15-3530-25/,https://www.amazon.com/exec/obidos/ASIN/B0B9RR172H?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 14 9450,Intel Core Ultra 7 165U,32GB RAM,Intel Graphics (4-Cores),"14.0”, WQXGA (2560 x 1600), IPS",512GB SSD,169900,https://laptopmedia.com/laptop-specs/dell-latitude-14-9450-4/,https://www.amazon.com/exec/obidos/ASIN/B0CJ9R9RZN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 3540,Intel Core i5-1335U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,999900,https://laptopmedia.com/laptop-specs/dell-latitude-3540-20/,https://www.amazon.com/exec/obidos/ASIN/B0CM9J849T?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 3520,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,102900,https://laptopmedia.com/laptop-specs/dell-inspiron-3520-352/,https://www.amazon.com/exec/obidos/ASIN/B0CKP35SBS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5535,AMD Ryzen 7 7840HS,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",2000GB SSD,167900,https://laptopmedia.com/laptop-specs/dell-g15-5535-58/,https://www.amazon.com/exec/obidos/ASIN/B0CW9248V7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 14 9420,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0"", QHD+ (2560 x 1600), IPS",256GB SSD,134299,https://laptopmedia.com/laptop-specs/dell-latitude-14-9420-3/,https://www.amazon.com/exec/obidos/ASIN/B0CK9GFX7N?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5525,AMD Ryzen 5 6600H,16GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 90W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,97900,https://laptopmedia.com/laptop-specs/dell-g15-5525-166/,https://www.amazon.com/exec/obidos/ASIN/B0CM92M9HC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5535,AMD Ryzen 7 7840HS,24GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",1000GB SSD,125900,https://laptopmedia.com/laptop-specs/dell-g15-5535-26/,https://www.amazon.com/exec/obidos/ASIN/B0CW9CWNQ9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell XPS 9530,Intel Core i7-13700H,32GB RAM,Intel Arc A370M,"15.6”, FHD+ (1920 x 1200), IPS",2000GB SSD,192900,https://laptopmedia.com/laptop-specs/dell-xps-9530-35/,https://www.amazon.com/exec/obidos/ASIN/B0CKPCZ9P8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell XPS 13 9370,Intel Core i7-8550U,16GB RAM,Intel UHD Graphics 620,"13.3”, 4K UHD (3840 x 2160), IPS",512GB SSD,199900,https://laptopmedia.com/laptop-specs/dell-xps-13-9370-6/,https://www.amazon.com/exec/obidos/ASIN/B079QM5QXC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 9450 2-in-1,Intel Core Ultra 7 165U,16GB RAM,Intel Graphics (4-Cores),"14.0”, WQXGA (2560 x 1600), IPS",512GB SSD,185000,https://laptopmedia.com/laptop-specs/dell-latitude-9450-2-in-1-6/,https://www.amazon.com/exec/obidos/ASIN/B0D58KLFSB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 15 3530,Intel Core i7-1355U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,119900,https://laptopmedia.com/laptop-specs/dell-inspiron-15-3530-127/,https://www.amazon.com/exec/obidos/ASIN/B09JC1YTPK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 5410 2-in-1,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,999900,https://laptopmedia.com/laptop-specs/dell-inspiron-5410-2-in-1-31/,https://www.amazon.com/exec/obidos/ASIN/B09LDCJSMK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5535,AMD Ryzen 7 7840HS,24GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",2000GB SSD,142900,https://laptopmedia.com/laptop-specs/dell-g15-5535-30/,https://www.amazon.com/exec/obidos/ASIN/B0CW96HPXC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell XPS 9310,Intel Core i7-1185G7,4GB RAM,Intel Iris Xe Graphics G7 (96EU),"13.4”, FHD+ (1920 x 1200), IPS",512GB SSD,292208,https://laptopmedia.com/laptop-specs/dell-xps-9310-95/,https://www.amazon.com/exec/obidos/ASIN/B08QN2X5YK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Precision 15 7530,Intel Core i7-8850H,8GB RAM,NVIDIA Quadro P1000 (4GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,159077,https://laptopmedia.com/laptop-specs/dell-precision-15-7530-14/,https://www.amazon.com/exec/obidos/ASIN/B07MG733W6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 3505,AMD Ryzen 7 3700U,32GB RAM,AMD Radeon RX Vega 10,"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD 2000GB HDD,115999,https://laptopmedia.com/laptop-specs/dell-inspiron-3505-293/,https://www.amazon.com/exec/obidos/ASIN/B097XVKKXG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 3500,Intel Core i5-8265U,32GB RAM,Intel UHD Graphics 620,"15.6”, Full HD (1920 x 1080), TN",1000GB SSD,80326,https://laptopmedia.com/laptop-specs/dell-latitude-3500-11/,https://www.amazon.com/exec/obidos/ASIN/B07X1QG2Y4?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G5 5587,Intel Core i5-8300H,8GB RAM,NVIDIA GeForce GTX 1050 Ti (4GB GDDR5),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,89900,https://laptopmedia.com/laptop-specs/dell-g5-5587-146/,https://www.amazon.com/exec/obidos/ASIN/B07THS5RVF?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 7400,Intel Core i5-8365U,8GB RAM,Intel UHD Graphics 620,"14.0”, HD (1366 x 768), TN",256GB SSD,79999,https://laptopmedia.com/laptop-specs/dell-latitude-7400-17/,https://www.amazon.com/exec/obidos/ASIN/B07S2BYR4H?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Precision 3470,Intel Core i5-1250P,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,66577,https://laptopmedia.com/laptop-specs/dell-precision-3470-4/,https://www.amazon.com/exec/obidos/ASIN/B0BBGT2CL8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Vostro 5510,Intel Core i5-11300H,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,999900,https://laptopmedia.com/laptop-specs/dell-vostro-5510-21/,https://www.amazon.com/exec/obidos/ASIN/B096H62D8M?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell 15,Intel Core i5-1334U,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,62999,https://laptopmedia.com/laptop-specs/dell-15-381/,https://www.amazon.com/exec/obidos/ASIN/B0G6SVV64Y?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Pro 16 Plus,AMD Ryzen 5 PRO 230,16GB RAM,AMD Radeon 760M,"16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,89999,https://laptopmedia.com/laptop-specs/dell-pro-16-plus-50/,https://www.amazon.com/exec/obidos/ASIN/B0FJSF2WHN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Pro 16,Intel Core 5 120U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,129999,https://laptopmedia.com/laptop-specs/dell-pro-16-38/,https://www.amazon.com/exec/obidos/ASIN/B07TKHL2V8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Vostro 15 3520,Intel Core i5-1235U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,51900,https://laptopmedia.com/laptop-specs/dell-vostro-15-3520-171/,https://www.amazon.com/exec/obidos/ASIN/B0D6CHRRWY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 15 5540,Intel Core i5-1335U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,84877,https://laptopmedia.com/laptop-specs/dell-latitude-15-5540-24/,https://www.amazon.com/exec/obidos/ASIN/B0BBFNSKZY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5535,AMD Ryzen 7 7840HS,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",2000GB SSD,137900,https://laptopmedia.com/laptop-specs/dell-g15-5535-67/,https://www.amazon.com/exec/obidos/ASIN/B0CW9CPP2F?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 7620 2-in-1,Intel Core i7-1260P,16GB RAM,NVIDIA GeForce MX550,"16.0”, WQUXGA (3840 x 2400), OLED",1000GB SSD,58789,https://laptopmedia.com/laptop-specs/dell-inspiron-7620-2-in-1-134/,https://www.amazon.com/exec/obidos/ASIN/B0C9L7FXS7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Precision 15 5520,Intel Core i7-7820HQ,16GB RAM,Intel HD Graphics 630,"15.6”, 4K UHD (3840 x 2160), IPS",512GB SSD,138977,https://laptopmedia.com/laptop-specs/dell-precision-15-5520-3/,https://www.amazon.com/exec/obidos/ASIN/B076Y82PJ1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 7430,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,136900,https://laptopmedia.com/laptop-specs/dell-latitude-7430-94/,https://www.amazon.com/exec/obidos/ASIN/B0CKR3T3WV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Precision 3560,Intel Core i5-1145G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,64129,https://laptopmedia.com/laptop-specs/dell-precision-3560-28/,https://www.amazon.com/exec/obidos/ASIN/B08VX2CC91?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 3593,AMD A9-9425,4GB RAM,AMD Radeon R5 (Stoney Ridge),"15.6”, HD (1366 x 768), TN",128GB SSD,62900,https://laptopmedia.com/laptop-specs/dell-inspiron-3593-515/,https://www.amazon.com/exec/obidos/ASIN/B089SC6F74?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 5520,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,90993,https://laptopmedia.com/laptop-specs/dell-latitude-5520/,https://www.amazon.com/exec/obidos/ASIN/B08Z8BV9FX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell XPS 9520,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 40W)","15.6”, FHD+ (1920 x 1200), IPS",1000GB SSD,235900,https://laptopmedia.com/laptop-specs/dell-xps-9520-42/,https://www.amazon.com/exec/obidos/ASIN/B0CKMV59KW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell XPS 7390,Intel Core i7-10710U,16GB RAM,Intel UHD Graphics,"13.3”, Full HD (1920 x 1080), IPS",512GB SSD,119900,https://laptopmedia.com/laptop-specs/dell-xps-7390-75/,https://www.amazon.com/exec/obidos/ASIN/B08Z7P9YSM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell XPS 15 9530,Intel Core i7-13620H,64GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","15.6”, FHD+ (1920 x 1200), IPS",4000GB SSD,196999,https://laptopmedia.com/laptop-specs/dell-xps-15-9530-138/,https://www.amazon.com/exec/obidos/ASIN/B0D8HTMQHC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 7420,Intel Core i7-1185G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,145000,https://laptopmedia.com/laptop-specs/dell-latitude-7420-42/,https://www.amazon.com/exec/obidos/ASIN/B09JXJT4HY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5535,AMD Ryzen 7 7840HS,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",512GB SSD,114900,https://laptopmedia.com/laptop-specs/dell-g15-5535-64/,https://www.amazon.com/exec/obidos/ASIN/B0CW92K518?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 14 5430,Intel Core i5-1145G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,260399,https://laptopmedia.com/laptop-specs/dell-latitude-14-5430-21/,https://www.amazon.com/exec/obidos/ASIN/B0B79DL7Z8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G5 15,Intel Core i7-10750H,32GB RAM,NVIDIA GeForce GTX 1650 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,129800,https://laptopmedia.com/laptop-specs/dell-g5-15-13/,https://www.amazon.com/exec/obidos/ASIN/B08GFRW5R2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5530,Intel Core i7-13650HX,64GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",2000GB SSD,168900,https://laptopmedia.com/laptop-specs/dell-g15-5530-25/,https://www.amazon.com/exec/obidos/ASIN/B0CM5BKR37?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 7430,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,141900,https://laptopmedia.com/laptop-specs/dell-latitude-7430-85/,https://www.amazon.com/exec/obidos/ASIN/B0CKR19ZLK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 15 3505,AMD Athlon Silver 3050U,4GB RAM,AMD Radeon RX Vega 3,"15.6”, HD (1366 x 768), TN",128GB SSD,35900,https://laptopmedia.com/laptop-specs/dell-inspiron-15-3505/,https://www.amazon.com/exec/obidos/ASIN/B08Q3LPQDN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 3580,Intel Celeron 4205U,8GB RAM,Intel HD Graphics 610,"15.6”, HD (1366 x 768), TN",128GB SSD,82900,https://laptopmedia.com/laptop-specs/dell-inspiron-3580-492/,https://www.amazon.com/exec/obidos/ASIN/B086J7S4NW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell 15,Intel Core i5-1334U,48GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,115900,https://laptopmedia.com/laptop-specs/dell-15-421/,https://www.amazon.com/exec/obidos/ASIN/B0G3PHJHKH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell 16,AMD Ryzen 7 250,32GB RAM,AMD Radeon 780M,"16.0″, WUXGA (1920 x 1200), IPS",1000GB SSD,119999,https://laptopmedia.com/laptop-specs/dell-16-345/,https://www.amazon.com/exec/obidos/ASIN/B0G521ZBL7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Pro Rugged 14,Intel Core Ultra 5 135U,16GB RAM,Intel Graphics (4-Cores),"14.0”, Full HD (1920 x 1080), IPS",4000GB SSD,344999,https://laptopmedia.com/laptop-specs/dell-pro-rugged-14-20/,https://www.amazon.com/exec/obidos/ASIN/B0FTYNSBP6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Pro 16,Intel Core 5 120U,64GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,216999,https://laptopmedia.com/laptop-specs/dell-pro-16-36/,https://www.amazon.com/exec/obidos/ASIN/B081SW75XC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Precision 14 3480,Intel Core i7-1370P,64GB RAM,NVIDIA RTX A500 (Laptop),"14.0”, Full HD (1920 x 1080), IPS",1024GB SSD,125000,https://laptopmedia.com/laptop-specs/dell-precision-14-3480-16/,https://www.amazon.com/exec/obidos/ASIN/B0DC1CKJT2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G15 5535,AMD Ryzen 7 7840HS,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",2000GB SSD,162900,https://laptopmedia.com/laptop-specs/dell-g15-5535-17/,https://www.amazon.com/exec/obidos/ASIN/B0CWGHNHBD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 3520,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,999900,https://laptopmedia.com/laptop-specs/dell-latitude-3520-32/,https://www.amazon.com/exec/obidos/ASIN/B0C1Z6Z7YP?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell G16 7620,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 90W)","16.0"", QHD (2560 x 1600), 165 Hz, IPS",4000GB SSD,211999,https://laptopmedia.com/laptop-specs/dell-g16-7620-50/,https://www.amazon.com/exec/obidos/ASIN/B0CCFSV1DR?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 3535,AMD Ryzen 5 7530U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,38990,https://laptopmedia.com/laptop-specs/dell-inspiron-3535-36/,https://www.amazon.com/exec/obidos/ASIN/B0CN38XWB8?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Latitude 5510,Intel Core i5-10310U,16GB RAM,Intel UHD Graphics,"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,66999,https://laptopmedia.com/laptop-specs/dell-latitude-5510-53/,https://www.amazon.com/exec/obidos/ASIN/B08BB89177?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 3525,AMD Ryzen 7 5700U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,46900,https://laptopmedia.com/laptop-specs/dell-inspiron-3525-358/,https://www.amazon.com/exec/obidos/ASIN/B0CGRCS22L?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Dell Inspiron 7425 2-in-1,AMD Ryzen 5 5625U,24GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","14.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,99900,https://laptopmedia.com/laptop-specs/dell-inspiron-7425-2-in-1-50/,https://www.amazon.com/exec/obidos/ASIN/B0C6X9Q4J6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
